name,11/30/2020,08/31/2020,05/31/2020,02/29/2020,11/30/2019,08/31/2019,05/31/2019,02/28/2019,11/30/2018,08/31/2018,05/31/2018,02/28/2018,11/30/2017,08/31/2017,05/31/2017,02/28/2017,11/30/2016,08/31/2016,05/31/2016,02/29/2016,11/30/2015,08/31/2015,05/31/2015,02/28/2015,11/30/2014,08/31/2014,05/31/2014,02/28/2014,11/30/2013,08/31/2013,05/31/2013,02/28/2013,11/30/2012,08/31/2012,05/31/2012,02/29/2012,11/30/2011,08/31/2011,05/31/2011,02/28/2011,11/30/2010,08/31/2010,05/31/2010,02/28/2010,11/30/2009,08/31/2009,05/31/2009,02/28/2009,11/30/2008,08/31/2008,05/31/2008,02/29/2008,11/30/2007,08/31/2007,05/31/2007,02/28/2007,11/30/2006,08/31/2006,05/31/2006,02/28/2006,11/30/2005,08/31/2005,05/31/2005,02/28/2005,11/30/2004,08/31/2004,05/31/2004,02/29/2004,11/30/2003,08/31/2003,05/31/2003,02/28/2003,11/30/2002,08/31/2002,05/31/2002,02/28/2002,11/30/2001,08/31/2001,05/31/2001,02/28/2001,11/30/2000,08/31/2000,05/31/2000,02/29/2000,11/30/1999,08/31/1999,05/31/1999,02/28/1999,11/30/1998,08/31/1998,05/31/1998,02/28/1998,11/30/1997,08/31/1997,05/31/1997,02/28/1997,11/30/1996,08/31/1996,05/31/1996,02/29/1996,11/30/1995,08/31/1995,05/31/1995,02/28/1995,11/30/1994,08/31/1994,05/31/1994,02/28/1994,11/30/1993,08/31/1993,05/31/1993,02/28/1993,11/30/1992,08/31/1992,05/31/1992,02/29/1992,11/30/1991,08/31/1991,05/31/1991,02/28/1991,11/30/1990,08/31/1990,05/31/1990,02/28/1990,11/30/1989,08/31/1989,05/31/1989,11/30/1988,08/31/1988,08/31/1987,08/31/1986,08/31/1985
	TotalNonCurrentAssets,"37,162,000,000","35,713,000,000","34,106,000,000","33,672,000,000","33,482,000,000","32,384,000,000","31,222,000,000","30,937,000,000","29,556,000,000","27,337,000,000","26,346,000,000","25,427,000,000","23,833,000,000","22,879,000,000","22,244,000,000","22,410,000,000","18,332,000,000","18,045,000,000","16,891,000,000","16,014,000,000","15,878,000,000","15,547,000,000","15,128,000,000","13,900,000,000","12,870,000,000","12,253,000,000","10,790,000,000","10,624,000,000","10,425,000,000","10,207,000,000","8,169,000,000","8,548,000,000","8,752,000,000","8,570,000,000","8,686,000,000","8,480,000,000","8,720,000,000","8,920,000,000","8,525,000,000","8,744,000,000","8,834,000,000","8,360,000,000","8,653,000,000","7,863,000,000","7,957,000,000","8,111,000,000","8,536,000,000","9,003,000,000","9,639,000,000","9,651,000,000","9,487,000,000","9,481,000,000","9,846,000,000","9,584,000,000","9,130,000,000","8,848,000,000","8,223,000,000","7,120,000,000","5,779,800,000","5,091,000,000","5,067,600,000","5,080,800,000","5,165,800,000","5,190,300,000","5,203,000,000","5,121,300,000","5,152,800,000","5,098,100,000","5,183,000,000","5,121,200,000","5,180,500,000","5,228,300,000","5,653,900,000","5,436,600,000","5,557,100,000","5,191,100,000","5,498,200,000","5,225,500,000","5,432,400,000","5,187,100,000","5,091,400,000","4,727,100,000","4,453,400,000","4,374,400,000","4,153,900,000","4,135,200,000","4,030,800,000","3,946,400,000","3,937,900,000","3,189,100,000","3,161,400,000","3,010,100,000","2,991,200,000","2,878,900,000","2,816,300,000","2,775,300,000","2,810,600,000","2,787,500,000","2,702,400,000","2,428,600,000","1,949,200,000","1,500,800,000","1,197,800,000","946,800,000","817,200,000","736,500,000","668,817,000","611,903,000","567,300,000","525,600,000","497,900,000","479,800,000","487,600,000","497,500,000","493,000,000","500,400,000","498,900,000","492,700,000","494,000,000","498,000,000","498,600,000","499,200,000","482,700,000","477,200,000","430,800,000","346,000,000","303,400,000","185,600,000","138,100,000","85,600,000","99,300,000","106,300,000"
		NetPPE,"32,806,000,000","31,615,000,000","30,680,000,000","30,252,000,000","29,960,000,000","28,240,000,000","27,138,000,000","26,204,000,000","24,807,000,000","23,672,000,000","22,705,000,000","21,864,000,000","20,723,000,000","19,431,000,000","19,014,000,000","19,098,000,000","15,321,000,000","14,686,000,000","13,209,000,000","11,819,000,000","11,060,000,000","10,554,000,000","9,857,000,000","9,233,000,000","9,132,000,000","8,682,000,000","8,021,000,000","7,859,000,000","7,733,000,000","7,626,000,000","6,830,000,000","6,973,000,000","7,199,000,000","7,103,000,000","7,158,000,000","7,357,000,000","7,472,000,000","7,555,000,000","7,103,000,000","7,055,000,000","7,044,000,000","6,601,000,000","6,635,000,000","6,525,000,000","6,876,000,000","7,081,000,000","7,536,000,000","7,910,000,000","8,460,000,000","8,811,000,000","8,721,000,000","8,634,000,000","8,576,000,000","8,279,000,000","7,866,000,000","7,593,000,000","7,010,000,000","5,888,000,000","5,438,100,000","4,712,000,000","4,676,600,000","4,683,800,000","4,770,900,000","4,791,700,000","4,806,300,000","4,712,700,000","4,613,000,000","4,535,900,000","4,543,400,000","4,510,500,000","4,576,200,000","4,653,200,000","4,882,400,000","4,699,500,000","4,706,200,000","4,429,700,000","4,570,600,000","4,704,100,000","4,802,400,000","4,588,600,000","4,508,500,000","4,257,600,000","4,055,600,000","3,926,900,000","3,828,700,000","3,799,600,000","3,644,500,000","3,581,600,000","3,602,300,000","3,030,800,000","2,995,800,000","2,848,300,000","2,855,100,000","2,761,200,000","2,713,000,000","2,715,400,000","2,740,100,000","2,708,100,000","2,598,900,000","2,319,100,000","1,834,300,000","1,385,600,000","1,100,300,000","867,600,000","742,300,000","663,500,000","599,795,000","533,959,000","489,500,000","437,800,000","406,300,000","388,700,000","388,700,000","396,300,000","389,500,000","395,500,000","395,900,000","389,400,000","388,000,000","386,600,000","387,300,000","385,100,000","366,000,000","361,500,000","350,200,000","326,000,000","276,900,000","159,300,000","117,400,000","84,200,000","97,700,000","104,500,000"
			GrossPPE,"68,400,000,000","65,915,000,000","63,870,000,000","62,146,000,000","60,626,000,000","57,824,000,000","55,805,000,000","53,730,000,000","51,203,000,000","49,091,000,000","47,264,000,000","45,522,000,000","43,598,000,000","41,533,000,000","40,269,000,000","39,491,000,000","34,885,000,000","33,605,000,000","31,614,000,000","29,736,000,000","28,381,000,000","27,275,000,000","26,014,000,000","24,905,000,000","24,349,000,000","23,432,000,000","22,379,000,000","21,939,000,000","21,401,000,000","20,920,000,000","20,111,000,000","20,206,000,000","21,297,000,000","20,825,000,000","20,544,000,000","20,384,000,000","20,082,000,000","19,756,000,000","18,829,000,000","19,154,000,000","18,718,000,000","17,813,000,000","17,447,000,000","16,971,000,000","17,077,000,000","16,709,000,000","17,402,000,000","17,487,000,000","17,828,000,000","18,413,000,000","17,925,000,000","17,490,000,000","17,139,000,000","16,598,000,000","15,899,000,000","15,359,000,000","14,529,000,000","13,133,000,000","12,421,100,000","11,510,000,000","11,270,400,000","11,029,100,000","10,933,000,000","10,718,900,000","10,513,100,000","10,223,100,000","10,001,500,000","9,759,800,000","9,588,700,000","9,346,400,000","9,296,000,000","9,179,400,000","9,209,400,000","8,839,800,000","8,635,000,000","8,137,700,000","8,061,600,000","8,198,900,000","8,100,600,000","7,673,400,000","7,524,500,000","7,086,100,000","6,734,700,000","6,421,400,000","6,206,400,000","6,015,000,000","5,748,300,000","5,542,800,000","5,404,900,000","4,672,300,000","4,485,700,000","4,213,700,000","4,159,400,000","3,951,400,000","3,807,600,000","3,720,300,000","3,644,100,000","3,539,000,000","3,364,300,000","3,038,900,000","2,532,100,000","2,024,000,000","1,683,400,000","1,421,700,000","1,276,600,000","1,162,100,000","1,072,953,000","981,017,000","880,400,000","828,700,000","704,100,000","686,500,000","686,500,000","694,100,000","665,700,000","663,700,000","622,200,000","615,700,000","547,200,000","545,800,000","546,500,000","544,300,000","478,400,000","473,900,000","462,600,000","438,400,000","377,400,000","244,200,000","196,200,000","142,800,000","139,000,000","127,400,000"
				Properties,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","281,000,000","269,000,000","269,000,000","272,000,000","269,000,000","270,000,000","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",,"0","0","0","0","0","0","0","0","0","0","0",,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,"352,000,000","352,000,000","352,000,000","352,000,000","352,000,000","352,000,000","352,000,000","346,000,000","346,000,000","345,000,000","345,000,000","345,000,000","345,000,000","345,000,000","345,000,000","348,000,000","145,000,000","145,000,000","88,000,000","88,000,000","88,000,000","88,000,000","88,000,000","88,000,000","86,000,000","86,000,000","86,000,000","86,000,000","86,000,000","86,000,000","90,000,000","90,000,000","93,000,000","92,000,000","92,000,000","92,000,000","92,000,000","92,000,000","92,000,000","95,000,000","95,000,000","95,000,000","95,000,000","95,000,000","96,000,000","96,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","99,000,000","107,000,000","107,000,000","107,000,000","107,000,000","107,000,000","107,000,000","107,400,000","107,000,000","108,500,000","108,500,000","108,900,000","108,900,000","108,900,000","108,900,000","109,000,000","109,000,000","109,000,000","106,400,000","106,400,000","106,400,000","106,300,000","106,300,000","105,300,000","94,700,000","94,700,000","94,700,000","62,000,000","46,300,000","46,300,000","46,300,000","50,400,000","50,200,000","41,800,000","42,200,000","42,200,000","42,200,000","42,400,000","34,800,000","35,100,000","35,200,000","36,700,000","35,400,000","37,700,000","37,600,000",,"37,300,000","37,300,000","36,200,000","36,200,000","34,400,000","21,500,000","8,000,000","8,000,000","7,900,000","7,968,000","7,968,000",,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,"14,447,000,000","13,981,000,000","12,068,000,000","11,682,000,000","11,441,000,000","10,931,000,000","10,167,000,000","9,547,000,000","9,006,000,000","8,680,000,000","8,560,000,000","8,367,000,000","8,134,000,000","7,958,000,000","7,569,000,000","7,426,000,000","6,828,000,000","6,653,000,000","6,261,000,000","5,694,000,000","5,468,000,000","5,358,000,000","5,265,000,000","5,205,000,000","5,165,000,000","5,093,000,000","5,016,000,000","4,962,000,000","4,892,000,000","4,835,000,000","4,605,000,000","4,591,000,000","4,759,000,000","4,714,000,000","4,636,000,000","4,602,000,000","4,536,000,000","4,481,000,000","4,447,000,000","4,440,000,000","4,402,000,000","4,394,000,000","4,391,000,000","4,308,000,000","4,471,000,000","4,463,000,000","4,496,000,000","4,449,000,000","4,370,000,000","3,829,000,000","3,778,000,000","3,713,000,000","3,658,000,000","3,636,000,000","3,537,000,000","3,425,000,000","2,850,000,000","2,763,000,000","2,677,300,000","2,450,000,000","2,432,800,000","2,419,000,000","2,371,200,000","2,344,200,000","2,327,000,000","2,311,000,000","2,335,800,000","2,307,200,000","2,311,400,000","2,305,900,000","2,296,000,000","2,287,300,000","2,259,000,000","2,219,800,000","2,184,000,000","1,968,600,000","1,895,700,000","1,815,100,000","1,433,900,000","1,376,000,000","1,372,100,000","1,360,600,000","1,377,100,000","1,228,400,000","1,193,100,000","1,172,400,000","1,130,600,000","1,128,600,000","1,111,200,000","915,500,000","880,100,000","861,700,000","875,100,000","817,900,000","801,500,000","789,800,000",,"674,400,000","618,200,000","540,600,000","477,500,000","392,000,000","346,400,000","308,900,000","304,700,000","260,000,000","235,554,000","223,479,000",,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"919,000,000","873,000,000","885,000,000","811,000,000","793,000,000","790,000,000","767,000,000","745,000,000","732,000,000","655,000,000","624,000,000","611,000,000","579,000,000","544,000,000","442,000,000","431,000,000","428,000,000","422,000,000","402,000,000","397,000,000","388,000,000","373,000,000","358,000,000","354,000,000","344,000,000","358,000,000","340,000,000","329,000,000","319,000,000","315,000,000","305,000,000","304,000,000","16,375,000,000","15,976,000,000","15,698,000,000","15,596,000,000","15,281,000,000","15,028,000,000","14,154,000,000","14,446,000,000","14,081,000,000","12,970,000,000","12,630,000,000","12,244,000,000","12,189,000,000","11,834,000,000","12,483,000,000","12,591,000,000","12,934,000,000","13,591,000,000","13,176,000,000","12,896,000,000","12,759,000,000","12,379,000,000","11,757,000,000","11,235,000,000","10,574,000,000","9,528,000,000","9,053,800,000","8,466,000,000","8,256,500,000","8,045,500,000","7,976,800,000","7,788,800,000","7,622,300,000","7,339,400,000","7,098,600,000","6,876,300,000","6,707,700,000","6,488,200,000","6,450,800,000","6,546,200,000","6,345,000,000","6,024,900,000","5,869,400,000","5,591,400,000","5,718,800,000","5,721,300,000","5,640,100,000","5,511,500,000","5,439,700,000","5,051,800,000","4,699,800,000","4,402,000,000","4,203,800,000","4,074,400,000","3,840,800,000","3,635,300,000","3,529,200,000","3,017,400,000","2,857,500,000","2,635,000,000","2,489,300,000","2,416,200,000","2,300,500,000","2,233,300,000",,"2,073,400,000","1,950,900,000","1,798,800,000","1,579,400,000","1,338,400,000","1,142,500,000","993,200,000","911,600,000","825,500,000","762,205,000","692,358,000",,,,,,,,,,,,,,,,,,,,,,,,
				OtherProperties,"50,868,000,000","49,109,000,000","47,891,000,000","47,182,000,000","46,245,000,000","44,051,000,000","42,626,000,000","41,377,000,000","39,652,000,000","38,249,000,000","36,909,000,000","35,600,000,000","33,980,000,000","32,187,000,000","31,349,000,000","30,826,000,000","27,096,000,000","25,910,000,000","24,253,000,000","22,738,000,000","21,820,000,000","21,020,000,000","20,054,000,000","19,097,000,000","18,608,000,000","17,781,000,000","16,822,000,000","16,474,000,000","15,909,000,000","15,600,000,000","15,050,000,000","15,166,000,000",,,,,,,,,,,,,,,,"279,000,000","282,000,000","283,000,000","282,000,000","281,000,000","273,000,000","267,000,000","263,000,000","263,000,000","253,000,000","251,000,000","241,600,000","234,000,000","229,400,000","220,300,000","213,000,000","204,100,000","197,800,000","213,800,000","216,800,000","212,200,000","206,800,000","205,100,000","197,900,000",,"201,000,000","194,600,000","191,000,000","179,600,000",,"165,500,000","160,600,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				ConstructionInProgress,"1,814,000,000","1,600,000,000","2,674,000,000","2,119,000,000","1,795,000,000","1,700,000,000","1,893,000,000","1,715,000,000","1,467,000,000","1,162,000,000","826,000,000","599,000,000","560,000,000","499,000,000","564,000,000","460,000,000","388,000,000","475,000,000","610,000,000","819,000,000","617,000,000","436,000,000","249,000,000","161,000,000","146,000,000","114,000,000","115,000,000","88,000,000","195,000,000","84,000,000","61,000,000","55,000,000","70,000,000","43,000,000","118,000,000","94,000,000","173,000,000","155,000,000","136,000,000","173,000,000","140,000,000","73,000,000","62,000,000","55,000,000","49,000,000","47,000,000","54,000,000","69,000,000","143,000,000","611,000,000","590,000,000","501,000,000","342,000,000","209,000,000","235,000,000","329,000,000","745,000,000","484,000,000","341,000,000","253,000,000","243,200,000","235,800,000","263,100,000","272,900,000","257,100,000","250,000,000","241,300,000","255,100,000","253,800,000","240,800,000","244,900,000","239,500,000","298,100,000","294,200,000","285,300,000","303,400,000","352,400,000","402,300,000","804,000,000","739,600,000","666,400,000","627,400,000","607,400,000","740,800,000","767,700,000","726,000,000","734,700,000","736,700,000","722,100,000","704,600,000","713,000,000","681,800,000","758,300,000","681,900,000","667,900,000","659,600,000",,"753,900,000","757,900,000","663,300,000","439,000,000","259,200,000","173,000,000","111,600,000","52,300,000","68,700,000","67,226,000","57,212,000",,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-35,594,000,000","-34,300,000,000","-33,190,000,000","-31,894,000,000","-30,666,000,000","-29,584,000,000","-28,667,000,000","-27,526,000,000","-26,396,000,000","-25,419,000,000","-24,559,000,000","-23,658,000,000","-22,875,000,000","-22,102,000,000","-21,255,000,000","-20,393,000,000","-19,564,000,000","-18,919,000,000","-18,405,000,000","-17,917,000,000","-17,321,000,000","-16,721,000,000","-16,157,000,000","-15,672,000,000","-15,217,000,000","-14,750,000,000","-14,358,000,000","-14,080,000,000","-13,668,000,000","-13,294,000,000","-13,281,000,000","-13,233,000,000","-14,098,000,000","-13,722,000,000","-13,386,000,000","-13,027,000,000","-12,610,000,000","-12,201,000,000","-11,726,000,000","-12,099,000,000","-11,674,000,000","-11,212,000,000","-10,812,000,000","-10,446,000,000","-10,201,000,000","-9,628,000,000","-9,866,000,000","-9,577,000,000","-9,368,000,000","-9,602,000,000","-9,204,000,000","-8,856,000,000","-8,563,000,000","-8,319,000,000","-8,033,000,000","-7,766,000,000","-7,519,000,000","-7,245,000,000","-6,983,000,000","-6,798,000,000","-6,593,800,000","-6,345,300,000","-6,162,100,000","-5,927,200,000","-5,706,800,000","-5,510,400,000","-5,388,500,000","-5,223,900,000","-5,045,300,000","-4,835,900,000","-4,719,800,000","-4,526,200,000","-4,327,000,000","-4,140,300,000","-3,928,800,000","-3,708,000,000","-3,491,000,000","-3,494,800,000","-3,298,200,000","-3,084,800,000","-3,016,000,000","-2,828,500,000","-2,679,100,000","-2,494,500,000","-2,377,700,000","-2,215,400,000","-2,103,800,000","-1,961,200,000","-1,802,600,000","-1,641,500,000","-1,489,900,000","-1,365,400,000","-1,304,300,000","-1,190,200,000","-1,094,600,000","-1,004,900,000","-904,000,000","-830,900,000","-765,400,000","-719,800,000","-697,800,000","-638,400,000","-583,100,000","-554,100,000","-534,300,000","-498,600,000","-473,158,000","-447,058,000","-390,900,000","-390,900,000","-297,800,000","-297,800,000","-297,800,000","-297,800,000","-276,200,000","-268,200,000","-226,300,000","-226,300,000","-159,200,000","-159,200,000","-159,200,000","-159,200,000","-112,400,000","-112,400,000","-112,400,000","-112,400,000","-100,500,000","-84,900,000","-78,800,000","-58,600,000","-41,300,000","-22,900,000"
		GoodwillAndOtherIntangibleAssets,"1,564,000,000","1,562,000,000","1,560,000,000","1,560,000,000","1,561,000,000","1,568,000,000","1,567,000,000","1,578,000,000","1,584,000,000","1,559,000,000","1,562,000,000","1,576,000,000","1,596,000,000","1,615,000,000","1,633,000,000","1,615,000,000","549,000,000","568,000,000","595,000,000","616,000,000","640,000,000","449,000,000","431,000,000","440,000,000","450,000,000","468,000,000","343,000,000","367,000,000","368,000,000","386,000,000","331,000,000","346,000,000","359,000,000","371,000,000","386,000,000","400,000,000","401,000,000","414,000,000","424,000,000","309,000,000","312,000,000","323,000,000","341,000,000","322,000,000","334,000,000","344,000,000","355,000,000","382,000,000","354,000,000","422,000,000","433,000,000","440,000,000","907,000,000","916,000,000","926,000,000","938,000,000","912,000,000","890,000,000","208,500,000","252,000,000","255,900,000","260,200,000","263,300,000","267,200,000","271,500,000","276,200,000","280,300,000","277,600,000","283,500,000","289,600,000","295,400,000","293,100,000","312,700,000","317,000,000","321,300,000","317,000,000","324,100,000","198,400,000",,"216,600,000","211,900,000","213,000,000","214,700,000","215,800,000","206,400,000","212,600,000","213,800,000","215,900,000","219,600,000","84,900,000","89,100,000","92,000,000","67,800,000","51,100,000","51,400,000","41,600,000","42,600,000","43,200,000","47,700,000","46,900,000","48,000,000","41,600,000","42,600,000","43,900,000","46,000,000","48,200,000","50,693,000","58,079,000",,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,"1,228,000,000","1,228,000,000","1,228,000,000","1,228,000,000","1,228,000,000","1,228,000,000","1,228,000,000","1,228,000,000","1,228,000,000","1,228,000,000","1,228,000,000","1,228,000,000","1,228,000,000","1,228,000,000","1,228,000,000","1,190,000,000","104,000,000","104,000,000","104,000,000","104,000,000","104,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58,000,000","58,000,000","58,000,000","515,000,000","515,000,000","514,000,000","522,000,000","502,000,000","502,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"336,000,000","334,000,000","332,000,000","332,000,000","333,000,000","340,000,000","339,000,000","350,000,000","356,000,000","331,000,000","334,000,000","348,000,000","368,000,000","387,000,000","405,000,000","425,000,000","445,000,000","464,000,000","491,000,000","512,000,000","536,000,000","449,000,000","431,000,000","440,000,000","450,000,000","468,000,000","343,000,000","367,000,000","368,000,000","386,000,000","331,000,000","346,000,000","359,000,000",,"386,000,000","400,000,000","401,000,000",,"424,000,000","309,000,000","312,000,000","323,000,000","341,000,000","322,000,000","334,000,000","344,000,000","355,000,000","382,000,000","354,000,000","364,000,000","375,000,000","382,000,000","392,000,000","401,000,000","412,000,000","416,000,000","410,000,000","388,000,000","208,500,000","252,000,000","255,900,000","260,200,000","263,300,000","267,200,000","271,500,000","276,200,000","280,300,000","277,600,000","283,500,000","289,600,000","295,400,000","293,100,000","312,700,000","317,000,000","321,300,000","317,000,000","324,100,000","198,400,000",,"216,600,000","211,900,000","213,000,000","214,700,000","215,800,000","206,400,000","212,600,000","213,800,000","215,900,000","219,600,000","84,900,000","89,100,000","92,000,000","67,800,000","51,100,000","51,400,000","41,600,000","42,600,000","43,200,000","47,700,000","46,900,000","48,000,000","41,600,000","42,600,000","43,900,000","46,000,000","48,200,000","50,693,000","58,079,000",,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"1,264,000,000","1,048,000,000","577,000,000","586,000,000","599,000,000","1,164,000,000","1,167,000,000","1,614,000,000","1,565,000,000","473,000,000","487,000,000","520,000,000","314,000,000","633,000,000","486,000,000","627,000,000","1,556,000,000","1,778,000,000","2,032,000,000","2,468,000,000","3,122,000,000","3,492,000,000","3,794,000,000","3,108,000,000","2,157,000,000","1,790,000,000","1,289,000,000","1,170,000,000","1,028,000,000","895,000,000","619,000,000","837,000,000","870,000,000","763,000,000","764,000,000","335,000,000","397,000,000","483,000,000","499,000,000","535,000,000","581,000,000","582,000,000","1,010,000,000","592,000,000","366,000,000","315,000,000","306,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			LongTermEquityInvestment,,,,,,,,,,,,,,"16,000,000","15,000,000","38,000,000","1,401,000,000","1,364,000,000","1,361,000,000","1,360,000,000","1,351,000,000","1,379,000,000","1,324,000,000","1,239,000,000","1,080,000,000","971,000,000","744,000,000","618,000,000","490,000,000","396,000,000","272,000,000","291,000,000","343,000,000","389,000,000","403,000,000","335,000,000","397,000,000","483,000,000","499,000,000","535,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			InvestmentinFinancialAssets,"1,264,000,000","1,048,000,000","577,000,000","586,000,000","599,000,000","1,164,000,000","1,167,000,000","1,614,000,000","1,565,000,000","473,000,000","487,000,000","520,000,000","314,000,000","617,000,000","471,000,000","589,000,000","155,000,000","414,000,000","671,000,000","1,108,000,000","1,771,000,000","2,113,000,000","2,470,000,000","1,869,000,000","1,077,000,000","819,000,000","545,000,000","552,000,000","538,000,000","499,000,000","347,000,000","546,000,000","527,000,000","374,000,000","361,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"726,000,000","707,000,000","775,000,000","764,000,000","783,000,000","837,000,000","817,000,000","762,000,000","842,000,000","1,022,000,000","989,000,000","1,026,000,000","731,000,000","766,000,000","667,000,000","679,000,000","599,000,000","657,000,000","631,000,000","668,000,000","595,000,000","597,000,000","553,000,000","651,000,000","685,000,000","816,000,000","693,000,000","741,000,000","802,000,000","861,000,000",,,,,,,,,,,,,,,,,,,,,"72,000,000","71,000,000","68,000,000","65,000,000","57,000,000","59,000,000","55,000,000","49,000,000","45,600,000","41,000,000","35,700,000","29,900,000","31,300,000","37,800,000","33,000,000","41,400,000","60,800,000","70,700,000","81,100,000","83,700,000","81,000,000","96,700,000","105,500,000","124,800,000","253,500,000","115,200,000","282,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"726,000,000","707,000,000","775,000,000","764,000,000","783,000,000","837,000,000","817,000,000","762,000,000","842,000,000","1,022,000,000","989,000,000","1,026,000,000","731,000,000","766,000,000","667,000,000","679,000,000","599,000,000","657,000,000","631,000,000","668,000,000","595,000,000","597,000,000","553,000,000","651,000,000","685,000,000","816,000,000","693,000,000","741,000,000","802,000,000","861,000,000",,,,,,,,,,,,,,,,,,,,,"72,000,000","71,000,000","68,000,000","65,000,000","57,000,000","59,000,000","55,000,000","49,000,000","45,600,000","41,000,000","35,700,000","29,900,000","31,300,000","37,800,000","33,000,000","41,400,000","60,800,000","70,700,000","81,100,000","83,700,000","81,000,000","96,700,000","105,500,000","124,800,000","253,500,000","115,200,000","282,700,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"802,000,000","781,000,000","514,000,000","510,000,000","579,000,000","575,000,000","533,000,000","779,000,000","758,000,000","611,000,000","603,000,000","441,000,000","469,000,000","434,000,000","444,000,000","391,000,000","307,000,000","356,000,000","424,000,000","443,000,000","461,000,000","455,000,000","493,000,000","468,000,000","446,000,000","497,000,000","444,000,000","487,000,000","494,000,000","439,000,000","389,000,000","392,000,000","324,000,000","333,000,000","378,000,000","388,000,000","450,000,000","468,000,000","499,000,000","845,000,000","897,000,000","854,000,000","667,000,000","424,000,000","381,000,000","371,000,000","339,000,000","711,000,000","825,000,000","418,000,000","261,000,000","336,000,000","295,000,000","324,000,000","281,000,000","258,000,000","246,000,000","293,000,000","87,600,000","86,000,000","99,400,000","106,900,000","100,300,000","93,600,000","92,200,000","91,000,000","198,700,000","213,900,000","275,000,000","237,400,000","227,900,000","185,300,000","353,300,000","295,300,000","276,100,000","329,200,000","320,800,000","323,000,000","630,000,000","381,900,000","371,000,000","256,500,000","183,100,000","231,700,000","118,800,000","123,000,000","172,500,000","148,900,000","116,000,000","73,400,000","76,500,000","69,800,000","68,300,000","66,600,000","51,900,000","18,300,000","27,900,000","36,200,000","55,800,000","62,600,000","66,900,000","73,600,000","54,900,000","35,300,000","28,900,000","24,800,000","18,329,000","19,865,000","77,800,000","87,800,000","91,600,000","91,100,000","98,900,000","101,200,000","103,500,000","104,900,000","103,000,000","103,300,000","106,000,000","111,400,000","111,300,000","114,100,000","116,700,000","115,700,000","80,600,000","20,000,000","26,500,000","26,300,000","20,700,000","1,400,000","1,600,000","1,800,000"
