name,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,12/31/1988,12/31/1987,12/31/1986,12/31/1985
	TotalNonCurrentAssets,"9,112,000,000","8,948,000,000","8,957,000,000","8,973,000,000","9,257,000,000","9,279,000,000","9,428,000,000","9,492,000,000","9,040,000,000","9,105,000,000","8,935,000,000","8,917,000,000","8,908,000,000","8,938,000,000","8,927,000,000","8,938,000,000","8,974,000,000","9,035,000,000","9,004,000,000","9,027,000,000","9,156,000,000","9,251,000,000","9,472,000,000","9,654,000,000","9,954,000,000","10,144,000,000","10,354,000,000","10,575,000,000","10,919,000,000","11,143,000,000","11,360,000,000","11,496,000,000","11,791,000,000","11,930,000,000","12,168,000,000","12,418,000,000","12,669,000,000","13,191,000,000","6,238,000,000","6,266,000,000","6,341,000,000","6,181,000,000","6,034,000,000","6,047,000,000","6,005,000,000","5,765,000,000","5,770,000,000","5,988,000,000","6,133,000,000","6,254,000,000","6,372,000,000","6,363,000,000","5,749,000,000","5,671,000,000","5,800,000,000","5,917,000,000","6,076,000,000","6,164,000,000","6,136,000,000","5,961,000,000","5,878,000,000","5,853,000,000","5,987,000,000","5,974,000,000","6,109,000,000","7,838,000,000","7,943,000,000","7,787,000,000","7,801,000,000","8,292,000,000","8,187,000,000","8,273,000,000","8,553,000,000","9,180,000,000","9,345,000,000","10,046,000,000","10,004,000,000","9,140,000,000","10,424,000,000","10,338,000,000","9,605,000,000","9,631,000,000","11,671,000,000","11,526,000,000","8,973,000,000","7,710,000,000","6,226,000,000","6,147,000,000","6,404,000,000","5,794,000,000","4,950,000,000","4,920,000,000","4,746,000,000","4,732,000,000","4,684,000,000","4,840,000,000","4,906,000,000","5,165,000,000","4,542,000,000","4,054,000,000","3,697,000,000","3,361,000,000","3,147,000,000","3,058,000,000","2,972,000,000","2,874,000,000","2,744,000,000","2,692,000,000","2,679,000,000","2,689,000,000","2,711,000,000","2,717,000,000","2,559,000,000","2,484,000,000","2,513,000,000","2,564,000,000","2,628,000,000","2,707,000,000","2,782,000,000","2,755,000,000","2,743,000,000","2,680,000,000","2,591,000,000","2,460,000,000","2,358,000,000","2,184,000,000","1,878,900,000","1,693,500,000","1,555,300,000","1,545,400,000"
		NetPPE,"3,269,000,000","3,190,000,000","3,201,000,000","3,233,000,000","3,303,000,000","3,318,000,000","3,365,000,000","3,318,000,000","3,183,000,000","3,051,000,000","2,855,000,000","2,736,000,000","2,664,000,000","2,567,000,000","2,514,000,000","2,501,000,000","2,512,000,000","2,545,000,000","2,557,000,000","2,554,000,000","2,596,000,000","2,629,000,000","2,685,000,000","2,758,000,000","2,840,000,000","2,930,000,000","3,044,000,000","3,179,000,000","3,399,000,000","3,509,000,000","3,611,000,000","3,739,000,000","3,912,000,000","4,055,000,000","4,174,000,000","4,278,000,000","4,428,000,000","4,572,000,000","3,714,000,000","3,657,000,000","3,680,000,000","3,456,000,000","3,240,000,000","3,162,000,000","3,158,000,000","2,945,000,000","2,940,000,000","3,115,000,000","3,304,000,000","3,517,000,000","3,604,000,000","3,585,000,000","3,609,000,000","3,681,000,000","3,798,000,000","3,880,000,000","3,950,000,000","3,989,000,000","3,984,000,000","3,868,000,000","3,899,000,000","3,865,000,000","3,757,000,000","3,845,000,000","3,918,000,000","4,119,000,000","4,177,000,000","4,188,000,000","4,132,000,000","4,241,000,000","4,376,000,000","4,576,000,000","4,794,000,000","4,959,000,000","5,084,000,000","5,301,000,000","5,589,000,000","5,830,000,000","5,943,000,000","5,993,000,000","5,447,000,000","4,855,000,000","4,488,000,000","4,216,000,000","3,835,000,000","3,519,000,000","3,407,000,000","3,326,000,000","3,373,000,000","3,506,000,000","4,267,000,000","4,283,000,000","4,180,000,000","4,158,000,000","4,120,000,000","4,092,000,000","4,162,000,000","4,342,000,000","3,895,000,000","3,516,000,000","3,187,000,000","2,855,000,000","2,674,000,000","2,588,000,000","2,568,000,000","2,447,000,000","2,328,000,000","2,238,000,000","2,203,000,000","2,157,000,000","2,145,000,000","2,129,000,000","2,133,000,000","2,152,000,000","2,198,000,000","2,282,000,000","2,354,000,000","2,427,000,000","2,484,000,000","2,497,000,000","2,480,000,000","2,428,000,000","2,339,000,000","2,229,000,000","2,129,700,000","1,983,700,000","1,726,100,000","1,519,700,000","1,437,000,000","1,450,000,000"
			GrossPPE,"5,781,000,000","5,698,000,000","5,741,000,000","5,736,000,000","5,740,000,000","5,683,000,000","5,706,000,000","5,642,000,000","5,425,000,000","5,250,000,000","5,025,000,000","4,907,000,000","4,789,000,000","4,668,000,000","4,656,000,000","4,833,000,000","4,923,000,000","4,982,000,000","5,152,000,000","5,290,000,000","5,465,000,000","5,742,000,000","6,097,000,000","6,177,000,000","6,266,000,000","6,393,000,000","6,452,000,000","6,426,000,000","6,556,000,000","6,539,000,000","6,679,000,000","6,773,000,000","6,891,000,000","6,806,000,000","6,840,000,000","6,840,000,000","7,133,000,000","7,239,000,000","6,573,000,000","6,712,000,000","6,907,000,000","6,897,000,000","6,831,000,000","6,763,000,000","6,705,000,000","6,599,000,000","6,739,000,000","7,030,000,000","7,321,000,000","7,499,000,000","7,603,000,000","7,493,000,000","7,568,000,000","7,597,000,000","7,657,000,000","7,715,000,000","7,751,000,000","7,890,000,000","8,406,000,000","8,442,000,000","8,921,000,000","9,189,000,000","9,323,000,000","9,409,000,000","9,573,000,000","9,830,000,000","9,831,000,000","9,738,000,000","9,549,000,000","9,443,000,000","9,362,000,000","9,438,000,000","9,516,000,000","9,510,000,000","9,486,000,000","9,538,000,000","9,683,000,000","9,575,000,000","9,724,000,000","9,702,000,000","9,099,000,000","8,478,000,000","7,973,000,000","7,583,000,000","7,120,000,000","6,747,000,000","6,626,000,000","6,455,000,000","6,379,000,000","6,558,000,000","7,761,000,000","7,672,000,000","7,414,000,000","7,212,000,000","6,994,000,000","6,816,000,000","6,712,000,000","7,214,000,000","6,534,000,000","6,040,000,000","5,631,000,000","5,239,000,000","5,026,000,000","4,915,000,000","4,895,000,000","4,818,000,000","4,695,000,000","4,612,000,000","4,620,000,000","4,568,000,000","4,558,000,000","4,492,000,000","4,443,100,000","4,408,000,000","4,386,000,000","4,372,000,000","4,361,000,000","4,364,000,000","4,352,000,000","4,296,000,000","4,217,000,000","4,089,000,000","3,941,000,000","3,784,000,000","3,641,100,000","3,440,200,000","3,073,700,000","3,026,700,000","2,889,700,000","2,775,600,000"
				Properties,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LandAndImprovements,"125,000,000",,,,"126,000,000",,,,"128,000,000",,,,"127,000,000",,,,"127,000,000",,,,"127,000,000",,,,"137,000,000",,,,"175,000,000",,,,"189,000,000",,,,"188,000,000",,,,"92,000,000",,,,"83,000,000",,,,"83,000,000",,,,"82,000,000",,,,"82,000,000",,,,"84,000,000",,,,"88,000,000",,,,"100,000,000",,,,"93,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				BuildingsAndImprovements,"2,571,000,000",,,,"2,504,000,000",,,,"2,497,000,000",,,,"2,467,000,000",,,,"2,753,000,000",,,,"2,789,000,000",,,,"2,801,000,000",,,,"2,913,000,000",,,,"3,006,000,000",,,,"2,998,000,000",,,,"2,815,000,000",,,,"2,867,000,000",,,,"2,948,000,000",,,,"2,895,000,000",,,,"2,890,000,000",,,,"3,054,000,000",,,,"2,800,000,000",,,,"2,917,000,000",,,,"2,891,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				MachineryFurnitureEquipment,"3,085,000,000",,,,"3,110,000,000",,,,"2,800,000,000",,,,"2,195,000,000",,,,"2,043,000,000",,,,"2,549,000,000",,,,"3,328,000,000",,,,"3,468,000,000",,,,"3,696,000,000",,,,"3,947,000,000",,,,"4,000,000,000",,,,"3,755,000,000",,,,"4,290,000,000",,,,"4,591,000,000",,,,"4,779,000,000",,,,"5,783,000,000",,,,"6,685,000,000",,,,"6,532,000,000",,,,"6,532,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			AccumulatedDepreciation,"-2,512,000,000","-2,508,000,000","-2,540,000,000","-2,503,000,000","-2,437,000,000","-2,365,000,000","-2,341,000,000","-2,324,000,000","-2,242,000,000","-2,199,000,000","-2,170,000,000","-2,171,000,000","-2,125,000,000","-2,101,000,000","-2,142,000,000","-2,332,000,000","-2,411,000,000","-2,437,000,000","-2,595,000,000","-2,736,000,000","-2,869,000,000","-3,113,000,000","-3,412,000,000","-3,419,000,000","-3,426,000,000","-3,463,000,000","-3,408,000,000","-3,247,000,000","-3,157,000,000","-3,030,000,000","-3,068,000,000","-3,034,000,000","-2,979,000,000","-2,751,000,000","-2,666,000,000","-2,562,000,000","-2,705,000,000","-2,667,000,000","-2,859,000,000","-3,055,000,000","-3,227,000,000","-3,441,000,000","-3,591,000,000","-3,601,000,000","-3,547,000,000","-3,654,000,000","-3,799,000,000","-3,915,000,000","-4,017,000,000","-3,982,000,000","-3,999,000,000","-3,908,000,000","-3,959,000,000","-3,916,000,000","-3,859,000,000","-3,835,000,000","-3,801,000,000","-3,901,000,000","-4,422,000,000","-4,574,000,000","-5,022,000,000","-5,324,000,000","-5,566,000,000","-5,564,000,000","-5,655,000,000","-5,711,000,000","-5,654,000,000","-5,550,000,000","-5,417,000,000","-5,202,000,000","-4,986,000,000","-4,862,000,000","-4,722,000,000","-4,551,000,000","-4,402,000,000","-4,237,000,000","-4,094,000,000","-3,745,000,000","-3,781,000,000","-3,709,000,000","-3,652,000,000","-3,623,000,000","-3,485,000,000","-3,367,000,000","-3,285,000,000","-3,228,000,000","-3,219,000,000","-3,129,000,000","-3,006,000,000","-3,052,000,000","-3,494,000,000","-3,389,000,000","-3,234,000,000","-3,054,000,000","-2,874,000,000","-2,724,000,000","-2,550,000,000","-2,872,000,000","-2,639,000,000","-2,524,000,000","-2,444,000,000","-2,384,000,000","-2,352,000,000","-2,327,000,000","-2,327,000,000","-2,371,000,000","-2,367,000,000","-2,374,000,000","-2,417,000,000","-2,411,000,000","-2,413,000,000","-2,363,000,000","-2,310,100,000","-2,256,000,000","-2,188,000,000","-2,090,000,000","-2,007,000,000","-1,937,000,000","-1,868,000,000","-1,799,000,000","-1,737,000,000","-1,661,000,000","-1,602,000,000","-1,555,000,000","-1,511,400,000","-1,456,500,000","-1,347,600,000","-1,507,000,000","-1,452,700,000","-1,325,600,000"
		GoodwillAndOtherIntangibleAssets,"4,636,000,000","4,684,000,000","4,743,000,000","4,790,000,000","4,771,000,000","4,829,000,000","4,919,000,000","5,009,000,000","5,079,000,000","5,163,000,000","5,250,000,000","5,330,000,000","5,418,000,000","5,498,000,000","5,581,000,000","5,662,000,000","5,678,000,000","5,756,000,000","5,838,000,000","5,918,000,000","5,991,000,000","6,078,000,000","6,167,000,000","6,257,000,000","6,347,000,000","6,437,000,000","6,525,000,000","6,615,000,000","6,703,000,000","6,806,000,000","6,909,000,000","7,004,000,000","7,062,000,000","7,261,000,000","7,363,000,000","7,468,000,000","7,558,000,000","7,674,000,000","1,171,000,000","1,186,000,000","1,205,000,000","1,225,000,000","1,252,000,000","1,256,000,000","1,169,000,000","1,188,000,000","1,216,000,000","1,192,000,000","1,113,000,000","1,141,000,000","1,168,000,000","1,168,000,000","1,180,000,000","1,146,000,000","1,168,000,000","1,203,000,000","1,098,000,000","1,098,000,000","1,106,000,000","1,015,000,000","777,000,000","1,046,000,000","1,082,000,000","1,091,000,000","812,000,000","818,000,000","831,000,000","847,000,000","862,000,000","887,000,000","798,000,000","809,000,000","823,000,000","827,000,000","846,000,000","740,000,000","748,000,000","792,000,000","829,000,000","874,000,000","961,000,000","1,017,000,000","466,000,000","500,000,000","503,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			Goodwill,"4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,362,000,000","4,452,000,000","4,452,000,000","4,452,000,000","4,452,000,000","4,451,000,000","924,000,000","924,000,000","924,000,000","926,000,000","926,000,000","926,000,000","926,000,000","926,000,000","926,000,000","912,000,000","840,000,000","840,000,000","840,000,000","838,000,000","838,000,000","796,000,000","792,000,000","792,000,000","792,000,000","792,000,000","792,000,000","793,000,000",,,,,,,,,,,,,,,,"548,000,000","748,000,000",,,,,,,,"503,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			OtherIntangibleAssets,"274,000,000","322,000,000","381,000,000","428,000,000","409,000,000","467,000,000","557,000,000","647,000,000","717,000,000","801,000,000","888,000,000","968,000,000","1,056,000,000","1,136,000,000","1,219,000,000","1,300,000,000","1,316,000,000","1,394,000,000","1,476,000,000","1,556,000,000","1,629,000,000","1,716,000,000","1,805,000,000","1,895,000,000","1,985,000,000","2,075,000,000","2,163,000,000","2,253,000,000","2,341,000,000","2,444,000,000","2,547,000,000","2,642,000,000","2,700,000,000","2,809,000,000","2,911,000,000","3,016,000,000","3,106,000,000","3,223,000,000","247,000,000","262,000,000","281,000,000","299,000,000","326,000,000","330,000,000","243,000,000","262,000,000","290,000,000","280,000,000","273,000,000","301,000,000","328,000,000","330,000,000","342,000,000","350,000,000","376,000,000","411,000,000","306,000,000","306,000,000","314,000,000","222,000,000","777,000,000","1,046,000,000","1,082,000,000","1,091,000,000","812,000,000","818,000,000","831,000,000","847,000,000","862,000,000","887,000,000","798,000,000","809,000,000","823,000,000","827,000,000","846,000,000","192,000,000",,"792,000,000","829,000,000","874,000,000","961,000,000","1,017,000,000","466,000,000","500,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		InvestmentsAndAdvances,"49,000,000","47,000,000","36,000,000","34,000,000","300,000,000","298,000,000","300,000,000","281,000,000","251,000,000","278,000,000","271,000,000","271,000,000","268,000,000","258,000,000","250,000,000","241,000,000","235,000,000","233,000,000","224,000,000","220,000,000","221,000,000","216,000,000","228,000,000","232,000,000","224,000,000","219,000,000","219,000,000","212,000,000","216,000,000","210,000,000","203,000,000","204,000,000","215,000,000","225,000,000","218,000,000","239,000,000","265,000,000","350,000,000","334,000,000","449,000,000","453,000,000","523,000,000","557,000,000","641,000,000","637,000,000","627,000,000","632,000,000","645,000,000","653,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredAssets,"343,000,000","299,000,000","236,000,000","208,000,000","197,000,000","257,000,000","261,000,000","290,000,000","295,000,000","243,000,000","205,000,000","218,000,000","264,000,000","414,000,000","412,000,000","361,000,000","374,000,000","355,000,000","231,000,000","175,000,000","201,000,000","160,000,000","169,000,000","174,000,000","172,000,000","177,000,000","194,000,000","200,000,000","207,000,000","227,000,000","253,000,000","264,000,000","280,000,000","199,000,000","288,000,000","302,000,000","321,000,000","497,000,000","925,000,000","899,000,000","927,000,000","907,000,000","915,000,000","893,000,000","926,000,000","928,000,000","909,000,000","967,000,000","990,000,000","688,000,000","626,000,000","618,000,000","510,000,000","425,000,000","405,000,000","436,000,000","601,000,000","411,000,000","428,000,000","390,000,000","393,000,000","413,000,000","568,000,000","457,000,000","449,000,000","476,000,000","496,000,000","524,000,000","626,000,000","612,000,000","529,000,000","622,000,000","618,000,000","657,000,000","340,000,000","271,000,000","421,000,000","462,000,000","251,000,000","116,000,000","106,000,000","53,000,000","49,000,000","39,000,000","41,000,000","33,000,000","38,000,000","21,000,000","23,000,000","110,000,000","119,000,000","134,000,000","134,000,000","183,000,000","163,000,000","188,000,000","192,000,000","220,000,000","237,000,000","226,000,000","229,000,000","267,000,000","255,000,000","246,000,000","243,000,000","254,000,000","236,000,000","237,000,000","237,000,000",,,,,,,,,,,,,,,,,,,,,
			NonCurrentDeferredTaxesAssets,"343,000,000","299,000,000","236,000,000","208,000,000","197,000,000","257,000,000","261,000,000","290,000,000","295,000,000","243,000,000","205,000,000","218,000,000","264,000,000","414,000,000","412,000,000","361,000,000","374,000,000","355,000,000","231,000,000","175,000,000","201,000,000","160,000,000","169,000,000","174,000,000","172,000,000","177,000,000","194,000,000","200,000,000","207,000,000","227,000,000","253,000,000","264,000,000","280,000,000","199,000,000","288,000,000","302,000,000","321,000,000","497,000,000","925,000,000","899,000,000","927,000,000","907,000,000","915,000,000","893,000,000","926,000,000","928,000,000","909,000,000","967,000,000","990,000,000","688,000,000","626,000,000","618,000,000","510,000,000","425,000,000","405,000,000","436,000,000","601,000,000","411,000,000","428,000,000","390,000,000","393,000,000","413,000,000","568,000,000","457,000,000","449,000,000","476,000,000","496,000,000","524,000,000","626,000,000","612,000,000","529,000,000","622,000,000","618,000,000","657,000,000","340,000,000","271,000,000","421,000,000","462,000,000","251,000,000","116,000,000","106,000,000","53,000,000","49,000,000","39,000,000","41,000,000","33,000,000","38,000,000","21,000,000","23,000,000","110,000,000","119,000,000","134,000,000","134,000,000","183,000,000","163,000,000","188,000,000","192,000,000","220,000,000","237,000,000","226,000,000","229,000,000","267,000,000","255,000,000","246,000,000","243,000,000","254,000,000","236,000,000","237,000,000","237,000,000",,,,,,,,,,,,,,,,,,,,,
		DefinedPensionBenefit,"246,000,000","227,000,000","223,000,000","215,000,000","218,000,000","106,000,000","104,000,000","96,000,000","92,000,000","220,000,000","205,000,000","215,000,000","208,000,000","112,000,000","99,000,000","102,000,000","96,000,000","64,000,000","85,000,000","84,000,000","85,000,000","76,000,000","127,000,000","128,000,000","127,000,000","135,000,000","126,000,000","129,000,000","130,000,000","119,000,000","106,000,000","62,000,000","68,000,000","29,000,000","32,000,000","37,000,000","40,000,000","28,000,000","25,000,000","28,000,000","31,000,000","23,000,000","22,000,000","54,000,000","64,000,000","20,000,000","20,000,000","17,000,000","17,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherNonCurrentAssets,"569,000,000","501,000,000","518,000,000","493,000,000","468,000,000","471,000,000","479,000,000","498,000,000","140,000,000","150,000,000","149,000,000","147,000,000","86,000,000","89,000,000","71,000,000","71,000,000","79,000,000","82,000,000","69,000,000","76,000,000","62,000,000","92,000,000","96,000,000","105,000,000","244,000,000","246,000,000","246,000,000","240,000,000","264,000,000","272,000,000","278,000,000","223,000,000","254,000,000","161,000,000","93,000,000","94,000,000","57,000,000","70,000,000","69,000,000","47,000,000","45,000,000","47,000,000","48,000,000","41,000,000","51,000,000","57,000,000","53,000,000","52,000,000","56,000,000","908,000,000","974,000,000","992,000,000","450,000,000","419,000,000","429,000,000","398,000,000","427,000,000","666,000,000","618,000,000","688,000,000","809,000,000","529,000,000","580,000,000","581,000,000","930,000,000","2,425,000,000","2,439,000,000","2,228,000,000","2,181,000,000","2,552,000,000","2,484,000,000","2,266,000,000","2,318,000,000","2,737,000,000","3,075,000,000","3,734,000,000","3,246,000,000","2,056,000,000","3,401,000,000","3,355,000,000","3,091,000,000","3,706,000,000","6,668,000,000","6,771,000,000","4,594,000,000","4,158,000,000","2,781,000,000","2,800,000,000","3,008,000,000","2,178,000,000","564,000,000","503,000,000","432,000,000","391,000,000","401,000,000","560,000,000","552,000,000","603,000,000","410,000,000","312,000,000","281,000,000","239,000,000","218,000,000","224,000,000","161,000,000","173,000,000","180,000,000","217,000,000","239,000,000","532,000,000","566,000,000","588,000,000","426,000,000","332,000,000","315,000,000","282,000,000","274,000,000","280,000,000","298,000,000","258,000,000","263,000,000","252,000,000","252,000,000","231,000,000","228,300,000","200,300,000","152,800,000","173,800,000","118,300,000","95,400,000"
TotalLiabilitiesNetMinorityInterest,"10,164,000,000","9,882,000,000","9,801,000,000","9,549,000,000","9,111,000,000","9,007,000,000","8,898,000,000","8,924,000,000","8,143,000,000","8,057,000,000","7,893,000,000","6,865,000,000","7,305,000,000","5,941,000,000","5,730,000,000","5,339,000,000","5,958,000,000","5,930,000,000","5,731,000,000","5,904,000,000","6,284,000,000","6,570,000,000","7,327,000,000","6,977,000,000","7,332,000,000","7,429,000,000","7,344,000,000","8,315,000,000","8,131,000,000","8,193,000,000","8,330,000,000","8,749,000,000","9,060,000,000","9,111,000,000","8,363,000,000","8,938,000,000","9,545,000,000","9,881,000,000","6,195,000,000","2,736,000,000","2,964,000,000","2,687,000,000","2,409,000,000","2,565,000,000","2,397,000,000","2,465,000,000","2,297,000,000","2,310,000,000","2,597,000,000","2,372,000,000","2,398,000,000","2,481,000,000","2,692,000,000","2,587,000,000","2,526,000,000","2,467,000,000","2,570,000,000","2,758,000,000","3,140,000,000","2,800,000,000","3,126,000,000","3,111,000,000","3,023,000,000","3,141,000,000","3,236,000,000","3,241,000,000","3,612,000,000","3,700,000,000","3,646,000,000","3,658,000,000","3,692,000,000","3,666,000,000","3,945,000,000","3,807,000,000","3,613,000,000","3,690,000,000","3,900,000,000","3,696,000,000","4,035,000,000","4,240,000,000","5,132,000,000","5,898,000,000","6,888,000,000","6,301,000,000","5,773,000,000","5,275,000,000","4,326,000,000","4,436,000,000","4,723,000,000","4,490,000,000","4,291,000,000","4,393,000,000","4,935,000,000","5,754,000,000","4,924,000,000","5,029,000,000","5,263,000,000","5,442,000,000","4,962,000,000","4,891,000,000","5,120,000,000","4,795,000,000","4,403,000,000","4,148,000,000","3,950,000,000","3,980,000,000","4,001,000,000","3,951,000,000","3,678,000,000","3,762,000,000","3,581,000,000","3,566,000,000","3,238,000,000","3,136,000,000","3,084,000,000","2,795,000,000","3,054,000,000","2,945,000,000","3,045,000,000","2,773,000,000","2,690,000,000","2,538,000,000","2,380,000,000","2,264,000,000","2,319,500,000","2,216,400,000","2,704,700,000","2,530,700,000","1,609,700,000","1,648,400,000"
	CurrentLiabilities,"2,390,000,000","2,185,000,000","2,163,000,000","2,381,000,000","2,123,000,000","2,007,000,000","2,646,000,000","2,159,000,000","2,474,000,000","2,382,000,000","1,466,000,000","1,860,000,000","2,258,000,000","2,055,000,000","1,877,000,000","1,602,000,000","2,264,000,000","2,170,000,000","1,991,000,000","2,420,000,000","2,555,000,000","2,500,000,000","3,193,000,000","2,286,000,000","2,662,000,000","2,643,000,000","1,803,000,000","2,471,000,000","2,747,000,000","2,723,000,000","2,802,000,000","3,110,000,000","3,430,000,000","3,425,000,000","3,821,000,000","2,909,000,000","3,499,000,000","3,668,000,000","1,753,000,000","1,793,000,000","1,981,000,000","1,838,000,000","1,538,000,000","1,719,000,000","1,587,000,000","1,662,000,000","1,468,000,000","1,287,000,000","1,532,000,000","1,738,000,000","1,760,000,000","1,848,000,000","2,025,000,000","2,031,000,000","1,955,000,000","1,807,000,000","2,078,000,000","2,429,000,000","2,783,000,000","2,095,000,000","2,346,000,000","2,246,000,000","2,110,000,000","2,193,000,000","1,925,000,000","1,892,000,000","2,234,000,000","2,280,000,000","2,200,000,000","2,169,000,000","1,641,000,000","1,678,000,000","1,934,000,000","1,727,000,000","1,707,000,000","1,437,000,000","1,580,000,000","1,621,000,000","1,658,000,000","1,883,000,000","2,813,000,000","2,869,000,000","3,103,000,000","2,518,000,000","2,628,000,000","2,438,000,000","2,078,000,000","2,043,000,000","2,196,000,000","2,204,000,000","1,950,000,000","1,985,000,000","2,496,000,000","3,069,000,000","2,142,000,000","2,310,000,000","2,486,000,000","2,537,000,000","2,530,000,000","2,597,000,000","3,188,000,000","2,894,000,000","2,529,000,000","2,345,000,000","2,199,000,000","2,184,000,000","2,308,000,000","2,271,000,000","2,001,000,000","2,049,000,000","1,661,000,000","1,663,000,000","1,665,000,000","1,594,000,000","1,561,000,000","1,446,000,000","1,568,000,000","1,466,000,000","1,453,000,000","1,416,000,000","1,479,000,000","1,418,000,000","1,321,000,000","1,239,000,000","1,302,800,000","1,214,800,000","1,199,400,000","1,246,700,000","1,113,100,000","1,128,900,000"
