name,08/31/2020,08/31/2019,08/31/2018,08/31/2017,08/31/2016,08/31/2015,08/31/2014,08/31/2013,08/31/2012,08/31/2011,08/31/2010,08/31/2009,08/31/2008,08/31/2007,08/31/2006,08/31/2005,08/31/2004,08/31/2003,08/31/2002,08/31/2001,08/31/2000,08/31/1999,08/31/1998,08/31/1997,08/31/1996,08/31/1995,08/31/1994,08/31/1993,08/31/1992,08/31/1991,08/31/1990,08/31/1989,08/31/1988,08/31/1987,08/31/1986,08/31/1985
				CurrentNotesPayable,"131,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				LineOfCredit,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				OtherCurrentBorrowings,"193,000,000","1,087,000,000","549,000,000","905,000,000","376,000,000","763,000,000","1,315,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			CurrentCapitalLeaseObligation,"76,000,000","223,000,000","310,000,000","357,000,000","380,000,000","326,000,000","323,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredLiabilities,,,"491,000,000","605,000,000","332,000,000","220,000,000","407,000,000","383,000,000","389,000,000","443,000,000","298,000,000","209,000,000","114,000,000","169,000,000","53,000,000","30,300,000","35,200,000","22,700,000","25,500,000","26,400,000","87,900,000","23,400,000","7,500,000","14,500,000","7,800,000","16,400,000","13,000,000",,,,,,,,,
			CurrentDeferredRevenue,,,"491,000,000","605,000,000","332,000,000","220,000,000","407,000,000","383,000,000","389,000,000","443,000,000","298,000,000","209,000,000","114,000,000","169,000,000","53,000,000","30,300,000","35,200,000","22,700,000","25,500,000","26,400,000","87,900,000","23,400,000","7,500,000","14,500,000","7,800,000","16,400,000","13,000,000",,,,,,,,,
		OtherCurrentLiabilities,"548,000,000","454,000,000","1,143,000,000","1,670,000,000","956,000,000","1,294,000,000","166,000,000","182,000,000","130,000,000","67,000,000","183,000,000","222,000,000","98,000,000","134,000,000","123,000,000","48,800,000","70,100,000","166,700,000","80,000,000","61,500,000","45,900,000","81,500,000","168,800,000","62,700,000","67,800,000","59,600,000","31,200,000","30,400,000","20,100,000","16,100,000","24,200,000","16,700,000","58,600,000","11,900,000",,
	TotalNonCurrentLiabilitiesNetMinorityInterest,"8,047,000,000","5,727,000,000","4,458,000,000","10,532,000,000","9,777,000,000","6,999,000,000","6,114,000,000","4,987,000,000","3,668,000,000","2,420,000,000","2,175,000,000","2,923,000,000","2,789,000,000","2,433,000,000","878,000,000","1,181,000,000","1,173,100,000","1,194,200,000","496,300,000","541,400,000","1,352,700,000","1,910,800,000","1,102,900,000","1,081,800,000","531,200,000","273,900,000","206,200,000","115,400,000","107,200,000","113,100,000","112,300,000","77,900,000","35,900,000","38,100,000","43,500,000","35,600,000"
		LongTermDebtAndCapitalLeaseObligation,"6,906,000,000","4,541,000,000","3,780,000,000","9,893,000,000","9,154,000,000","6,301,000,000","5,012,000,000","4,452,000,000","3,038,000,000","1,861,000,000","1,648,000,000","2,674,000,000","2,451,000,000","1,987,000,000","405,000,000","1,020,200,000","1,027,900,000","997,100,000","360,800,000","445,000,000","933,700,000","1,527,500,000","757,300,000","762,300,000","314,600,000","129,400,000","124,700,000","54,400,000","61,600,000","69,600,000","74,100,000","39,700,000","17,700,000","24,900,000","24,900,000","25,000,000"
			LongTermDebt,"5,963,000,000","4,173,000,000","3,245,000,000","9,060,000,000","8,128,000,000","5,835,000,000","4,424,000,000","4,452,000,000","3,038,000,000","1,861,000,000","1,648,000,000","2,674,000,000","2,451,000,000","1,987,000,000","405,000,000","1,020,200,000","1,027,900,000","997,100,000","360,800,000","445,000,000","933,700,000","1,527,500,000","757,300,000","762,300,000","314,600,000","129,400,000","124,700,000","54,400,000","61,600,000","69,600,000","74,100,000","39,700,000","17,700,000","24,900,000","24,900,000","25,000,000"
			LongTermCapitalLeaseObligation,"943,000,000","368,000,000","535,000,000","833,000,000","1,026,000,000","466,000,000","588,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		NonCurrentDeferredLiabilities,"643,000,000","636,000,000",,,,,,,,,,,,"25,000,000","28,000,000","35,200,000","42,000,000","41,300,000",,"19,000,000","333,500,000","309,100,000","284,200,000","239,800,000","157,400,000","93,300,000","54,100,000","46,200,000","36,500,000","33,600,000","31,800,000","30,700,000","6,400,000",,,"100,000"
			NonCurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,"25,000,000","28,000,000","35,200,000","42,000,000","41,300,000",,"19,000,000","333,500,000","309,100,000","284,200,000","239,800,000","157,400,000","93,300,000","54,100,000","46,200,000","36,500,000","33,600,000","31,800,000","30,700,000","6,400,000",,,"100,000"
			NonCurrentDeferredRevenue,"643,000,000","636,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		PreferredSecuritiesOutsideStockEquity,"0","98,000,000","97,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
