name,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000
TotalNonCurrentAssets,"5,483,900,000","5,441,400,000","5,383,400,000","5,388,500,000","5,405,500,000","5,449,300,000","5,460,300,000","4,517,600,000","4,419,800,000","4,312,800,000","4,370,300,000","4,296,100,000","4,261,900,000","4,045,900,000","4,070,000,000","4,028,300,000","4,055,300,000","3,988,500,000","4,176,000,000","1,953,400,000","1,978,100,000","1,997,400,000","1,983,300,000","1,987,400,000","2,017,200,000","2,069,000,000","1,656,800,000","1,549,400,000","1,546,800,000","1,603,000,000","1,619,600,000","1,615,200,000","1,635,000,000","1,834,900,000","1,816,000,000","1,790,800,000","1,755,800,000","1,823,700,000","1,852,900,000","1,768,900,000","1,561,200,000","1,398,800,000","1,369,700,000","1,325,600,000","1,245,700,000","1,217,100,000","1,238,800,000","1,256,400,000","1,309,000,000","1,832,600,000","1,859,800,000","1,866,600,000","892,300,000","741,100,000","734,500,000","733,100,000","715,700,000","693,600,000","688,400,000","565,700,000","548,200,000","534,700,000","542,000,000","558,800,000","573,100,000","602,400,000","616,100,000","619,200,000","638,700,000","638,600,000","650,200,000","675,500,000","696,100,000","723,500,000","753,700,000","778,000,000","809,600,000","1,150,000,000","1,171,100,000","1,219,200,000","1,224,500,000","1,180,800,000","1,173,500,000","958,100,000"
NetPPE,"2,512,300,000","2,511,800,000","2,566,500,000","2,579,900,000","2,591,600,000","2,602,100,000","2,620,000,000","2,585,000,000","2,549,600,000","2,401,100,000","2,387,200,000","2,336,400,000","2,279,100,000","2,238,200,000","2,215,000,000","2,156,100,000","2,159,100,000","2,074,600,000","1,277,200,000","1,270,400,000","1,274,100,000","1,256,100,000","1,225,500,000","1,208,400,000","1,203,900,000","1,211,900,000","1,141,700,000","1,081,400,000","1,074,200,000","1,092,900,000","1,101,500,000","1,094,200,000","1,103,300,000","1,231,600,000","1,201,400,000","1,155,500,000","1,109,500,000","1,130,800,000","1,150,900,000","1,061,300,000","864,300,000","820,500,000","784,900,000","741,600,000","705,500,000","715,300,000","734,100,000","744,900,000","770,800,000","752,500,000","744,400,000","734,200,000","614,900,000","608,500,000","597,900,000","594,800,000","578,100,000","567,100,000","567,400,000","450,000,000","438,500,000","433,900,000","442,700,000","455,600,000","472,000,000","479,800,000","490,100,000","497,200,000","499,100,000","519,900,000","532,700,000","431,000,000","454,100,000","478,400,000","503,000,000","528,600,000","555,500,000","594,000,000","614,000,000","658,200,000","648,200,000","622,100,000","604,800,000","543,000,000"
GrossPPE,"5,507,700,000",,,,"5,261,000,000",,"5,186,400,000","5,051,700,000","4,926,100,000","4,695,100,000","4,605,600,000","4,482,900,000","4,347,000,000","4,249,100,000","4,195,900,000","4,063,800,000","3,991,100,000","3,839,300,000","2,991,900,000","2,932,900,000","2,887,300,000","2,866,000,000","2,790,800,000","2,746,200,000","2,695,400,000","2,684,900,000","2,571,900,000","2,484,100,000","2,438,400,000","1,092,900,000","2,482,900,000","2,444,600,000","2,619,200,000","2,743,400,000","2,672,400,000","2,609,600,000","2,558,900,000","2,550,900,000","2,532,000,000","2,405,500,000","2,163,800,000","2,094,900,000","2,027,500,000","1,955,600,000","1,891,900,000","1,894,700,000","1,865,600,000","1,852,700,000","1,875,000,000","1,807,000,000","1,790,400,000","1,773,600,000","1,621,000,000","1,612,400,000","1,583,400,000","1,583,900,000","1,554,100,000","1,526,000,000","1,511,100,000","1,385,400,000","1,355,000,000","1,387,600,000","1,411,500,000","1,431,300,000","1,435,100,000","1,418,300,000","1,402,300,000","1,396,400,000","1,388,800,000","1,408,600,000","1,406,200,000","1,259,600,000","1,254,600,000","1,394,800,000","503,000,000","1,445,000,000","1,471,900,000","594,000,000","1,562,400,000","1,606,600,000",,"1,560,100,000","1,592,300,000","1,530,500,000"
Properties,0,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,,,,,,,
LandAndImprovements,"119,700,000",,,,"125,200,000",,"125,200,000","125,700,000","125,500,000","148,500,000","148,500,000","148,500,000","148,400,000","148,500,000","148,600,000","148,700,000","146,300,000","123,700,000","48,200,000","47,000,000","46,200,000","46,200,000","45,900,000","46,300,000","46,100,000","52,000,000","53,200,000","52,700,000","52,300,000","59,000,000","59,200,000","60,500,000","67,400,000","74,200,000","75,400,000","74,300,000","76,600,000","78,000,000","85,000,000","84,600,000","48,300,000","48,700,000","44,400,000","43,900,000","42,000,000","39,000,000","39,200,000","39,200,000","40,200,000","33,800,000","32,000,000","33,400,000","28,300,000","28,300,000","27,600,000","27,900,000","27,900,000","28,000,000","28,000,000","15,100,000","14,900,000","15,400,000","15,700,000","15,900,000","16,200,000","15,700,000","16,000,000","16,200,000","16,100,000","15,900,000","15,200,000","12,100,000","11,700,000",,,,"11,400,000",,,,,,,
BuildingsAndImprovements,"850,000,000",,,,"860,600,000",,"841,300,000","830,700,000","820,400,000","789,800,000","770,100,000","751,700,000","744,000,000","726,900,000","719,300,000","716,200,000","713,700,000","710,600,000","526,200,000","519,300,000","513,600,000","505,100,000","499,800,000","493,200,000","484,300,000","494,200,000","493,000,000","476,500,000","467,700,000","483,500,000","483,000,000","477,400,000","572,400,000","563,100,000","557,300,000","537,700,000","539,300,000","532,500,000","556,200,000","533,400,000","484,400,000","459,000,000","444,400,000","436,000,000","429,700,000","426,800,000","423,800,000","421,500,000","419,000,000","396,300,000","393,900,000","444,400,000","376,500,000","373,700,000","367,800,000","369,400,000","368,900,000","354,000,000","351,100,000","338,900,000","335,900,000","361,400,000","359,900,000","361,700,000","364,500,000","360,300,000","350,200,000","352,600,000","350,500,000","363,600,000","368,200,000","392,700,000","449,600,000",,,,"505,300,000",,,,,,,
MachineryFurnitureEquipment,"4,538,000,000",,,,"4,275,200,000",,"4,219,900,000","4,095,300,000","3,980,200,000","3,756,800,000","3,687,000,000","3,582,700,000","3,454,600,000","3,373,700,000","3,328,000,000","3,198,900,000","3,131,100,000","3,005,000,000","2,417,500,000","2,366,600,000","2,327,500,000","2,314,700,000","2,245,100,000","2,206,700,000","2,165,000,000","2,138,700,000","2,025,700,000","1,954,900,000","1,918,400,000","1,934,400,000","1,940,700,000","1,906,700,000","1,979,400,000","2,106,100,000","2,039,700,000","1,997,600,000","1,943,000,000","1,940,400,000","1,890,800,000","1,787,500,000","1,631,100,000","1,587,200,000","1,538,700,000","1,475,700,000","1,420,200,000","1,428,900,000","1,402,600,000","1,392,000,000","1,415,800,000","1,376,900,000","1,364,500,000","1,295,800,000","1,216,200,000","1,210,400,000","1,188,000,000","1,186,600,000","1,157,300,000","1,144,000,000","1,132,000,000","1,031,400,000","1,004,200,000","1,010,800,000","1,035,900,000","1,053,700,000","1,054,400,000","1,042,300,000","1,036,100,000","1,027,600,000","1,022,200,000","1,029,100,000","1,022,800,000","854,800,000","793,300,000",,,,"955,200,000","594,000,000",,,,,,
AccumulatedDepreciation,"-2,995,400,000",,,,"-2,669,400,000",,"-2,566,400,000","-2,466,700,000","-2,376,500,000","-2,294,000,000","-2,218,400,000","-2,146,500,000","-2,067,900,000","-2,010,900,000","-1,980,900,000","-1,907,700,000","-1,832,000,000","-1,764,700,000","-1,714,700,000","-1,662,500,000","-1,613,200,000","-1,609,900,000","-1,565,300,000","-1,537,800,000","-1,491,500,000","-1,473,000,000","-1,430,200,000","-1,402,700,000","-1,364,200,000",,"-1,381,400,000","-1,350,400,000","-1,515,900,000","-1,511,800,000","-1,471,000,000","-1,454,100,000","-1,449,400,000","-1,420,100,000","-1,381,100,000","-1,344,200,000","-1,299,500,000","-1,274,400,000","-1,242,600,000","-1,214,000,000","-1,186,400,000","-1,179,400,000","-1,131,500,000","-1,107,800,000","-1,104,200,000","-1,054,500,000","-1,046,000,000","-1,039,400,000","-1,006,100,000","-1,003,900,000","-985,500,000","-989,100,000","-976,000,000","-958,900,000","-943,700,000","-935,400,000","-916,500,000","-953,700,000","-968,800,000","-975,700,000","-963,100,000","-938,500,000","-912,200,000","-899,200,000","-889,700,000","-888,700,000","-873,500,000","-828,600,000","-800,500,000","-916,400,000",,"-916,400,000","-916,400,000",,"-948,400,000","-948,400,000",,"-938,000,000","-987,500,000","-987,500,000"
GoodwillAndOtherIntangibleAssets,"2,132,400,000","2,161,600,000","2,191,200,000","2,221,600,000","2,249,700,000","2,281,800,000","2,330,500,000","1,472,000,000","1,498,900,000","1,528,400,000","1,556,700,000","1,517,800,000","1,545,500,000","1,579,400,000","1,633,300,000","1,655,200,000","1,686,800,000","1,778,900,000","547,400,000","572,900,000","597,400,000","631,400,000","651,100,000","688,400,000","722,300,000","755,700,000","457,100,000","399,900,000","408,000,000","416,400,000","424,700,000","433,100,000","441,600,000","502,600,000","513,500,000","524,500,000","535,900,000","547,500,000","558,200,000","569,900,000","494,200,000","516,800,000","524,600,000","522,300,000","474,100,000","461,100,000","467,100,000","474,800,000","493,600,000","1,036,200,000","1,060,300,000","1,073,700,000","229,900,000","89,800,000","90,300,000","90,900,000","91,100,000","91,900,000","88,900,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","101,000,000","104,000,000","107,000,000","110,000,000","113,000,000","117,200,000","123,000,000","129,400,000","135,000,000","140,800,000","139,000,000","144,500,000",
Goodwill,"1,663,400,000","1,663,400,000","1,663,400,000","1,663,400,000","1,659,200,000","1,659,200,000","1,552,500,000","932,500,000","932,500,000","932,500,000","928,800,000","916,900,000","916,900,000","916,900,000","924,700,000","924,700,000","924,700,000","1,000,800,000","270,600,000","270,600,000","270,600,000","271,300,000","263,800,000","263,800,000","264,700,000","275,300,000","211,600,000","184,600,000","184,600,000","184,600,000","184,600,000","184,600,000","613,600,000","198,700,000","198,700,000","198,700,000","198,700,000","199,200,000","199,200,000","199,200,000","191,200,000","198,200,000","197,300,000","191,700,000","175,400,000","162,400,000","160,500,000","160,400,000","160,200,000","719,000,000","725,800,000","730,100,000","172,400,000","81,100,000","81,100,000","81,100,000","80,700,000","80,700,000","77,300,000",,,,,,,,,,,,,,,,,,,,,,,,,
OtherIntangibleAssets,"469,000,000","498,200,000","527,800,000","558,200,000","590,500,000","622,600,000","778,000,000","539,500,000","566,400,000","595,900,000","627,900,000","600,900,000","628,600,000","662,500,000","708,600,000","730,500,000","762,100,000","778,100,000","276,800,000","302,300,000","325,800,000","360,100,000","387,300,000","424,600,000","457,600,000","480,400,000","245,500,000","215,300,000","223,400,000","231,800,000","240,100,000","248,500,000","-172,000,000","303,900,000","314,800,000","325,800,000","337,200,000","348,300,000","359,000,000","370,700,000","303,000,000","318,600,000","327,300,000","330,600,000","298,700,000","298,700,000","306,600,000","314,400,000","333,400,000","317,200,000","334,500,000","343,600,000","57,500,000","8,700,000","9,200,000","9,800,000","10,400,000","11,200,000","11,600,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","77,300,000","101,000,000","104,000,000","107,000,000","110,000,000","113,000,000","117,200,000","123,000,000","129,400,000","135,000,000",,"139,000,000","144,500,000",
InvestmentsAndAdvances,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,"200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,300,000",,,
LongTermEquityInvestment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,300,000",,,
InvestmentsinJointVenturesatCost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45,300,000",,,
NonCurrentDeferredAssets,"429,000,000","461,600,000","325,200,000","331,000,000","307,800,000","291,500,000","242,000,000","238,200,000","266,200,000","259,600,000","298,900,000","333,300,000","339,100,000","148,800,000","148,400,000","143,900,000","138,900,000","50,800,000",,,,,,,,,,,,"37,900,000","38,900,000","31,600,000","31,200,000","34,600,000","33,100,000","30,100,000","34,200,000","72,200,000","67,400,000","62,300,000",,,,,,,,,,,,,,,,,,,"700,000","1,600,000",,,,,,"1,600,000","2,000,000","1,700,000","1,300,000","1,900,000",,,,,,,"1,300,000","297,000,000","294,100,000","292,300,000","286,800,000","280,300,000","299,000,000","286,400,000"
NonCurrentDeferredTaxesAssets,"429,000,000","461,600,000","325,200,000","331,000,000","307,800,000","291,500,000","242,000,000","238,200,000","266,200,000","259,600,000","298,900,000","333,300,000","339,100,000","148,800,000","148,400,000","143,900,000","138,900,000","50,800,000",,,,,,,,,,,,"37,900,000","38,900,000","31,600,000","31,200,000","34,600,000","33,100,000","30,100,000","34,200,000","72,200,000","67,400,000","62,300,000",,,,,,,,,,,,,,,,,,,"700,000","1,600,000",,,,,,"1,600,000","2,000,000","1,700,000","1,300,000","1,900,000",,,,,,,"1,300,000","297,000,000","294,100,000","292,300,000","286,800,000","280,300,000","299,000,000","286,400,000"
OtherNonCurrentAssets,"410,200,000","306,400,000","300,500,000","256,000,000","256,400,000","273,900,000","267,800,000","222,400,000","105,100,000","123,700,000","127,500,000","108,600,000","98,500,000","79,500,000","73,300,000","73,100,000","70,500,000","84,200,000","2,351,400,000","110,100,000","107,600,000","109,900,000","106,700,000","90,600,000","91,000,000","101,400,000","58,000,000","68,100,000","64,600,000","55,800,000","54,500,000","56,300,000","58,900,000","66,100,000","68,000,000","80,700,000","76,200,000","73,200,000","76,400,000","75,400,000","202,700,000","61,500,000","60,200,000","61,700,000","66,100,000","40,700,000","37,600,000","36,700,000","44,600,000","43,900,000","55,100,000","58,700,000","47,500,000","42,800,000","46,300,000","47,400,000","46,500,000","34,600,000","31,400,000","36,800,000","32,400,000","23,500,000","22,000,000","25,900,000","23,800,000","43,700,000","46,700,000","43,000,000","61,000,000","39,500,000","40,200,000","143,500,000","138,000,000","138,100,000","140,700,000","136,400,000","135,600,000","136,000,000","133,600,000","133,700,000","103,400,000","139,400,000","125,200,000","128,700,000"
TotalLiabilitiesNetMinorityInterest,"5,109,900,000","5,806,800,000","6,268,500,000","6,183,200,000","5,101,400,000","5,282,700,000","5,226,600,000","4,343,600,000","4,393,500,000","4,206,400,000","4,200,500,000","4,311,600,000","4,394,100,000","4,625,900,000","4,715,000,000","4,639,100,000","5,079,400,000","5,036,900,000","4,372,100,000","2,177,000,000","2,237,700,000","2,369,000,000","2,295,700,000","2,119,100,000","2,175,600,000","2,207,900,000","1,778,900,000","1,746,800,000","1,770,200,000","1,747,000,000","1,776,100,000","1,818,800,000","1,937,700,000","2,130,300,000","2,226,100,000","2,294,700,000","2,390,000,000","2,486,200,000","2,562,200,000","2,507,100,000","1,531,200,000","1,391,900,000","1,341,700,000","1,458,100,000","1,409,700,000","1,351,100,000","1,355,800,000","1,362,200,000","1,658,200,000","1,807,800,000","1,787,900,000","1,877,000,000","1,603,200,000","1,561,100,000","1,545,500,000","1,578,900,000","1,621,100,000","1,417,500,000","1,497,800,000","1,435,400,000","1,424,000,000","1,626,100,000","1,614,000,000","1,609,200,000","1,622,500,000","1,646,800,000","1,703,300,000","1,650,100,000","1,779,600,000","1,767,100,000","1,902,600,000","1,884,000,000","1,861,100,000","1,764,800,000","1,753,500,000","1,752,600,000","1,772,100,000","1,827,000,000","1,879,500,000","1,733,000,000","1,678,600,000","1,628,400,000","1,595,200,000","1,623,100,000"
CurrentLiabilities,"1,674,500,000","1,803,100,000","1,764,600,000","1,736,100,000","1,818,400,000","2,001,600,000","1,266,800,000","1,317,500,000","1,469,300,000","1,314,700,000","1,895,000,000","1,945,000,000","1,408,900,000","1,429,300,000","1,363,200,000","1,212,000,000","1,502,600,000","1,497,900,000","1,260,500,000","1,189,400,000","1,239,300,000","1,338,000,000","1,320,300,000","1,013,700,000","1,040,800,000","1,013,000,000","869,300,000","824,200,000","819,200,000","878,100,000","876,600,000","874,000,000","1,024,300,000","1,053,600,000","1,154,700,000","1,214,300,000","1,275,500,000","1,255,300,000","1,294,200,000","1,146,100,000","710,900,000","677,200,000","647,900,000","574,200,000","619,000,000","561,000,000","568,900,000","460,000,000","544,000,000","609,400,000","587,900,000","655,600,000","420,900,000","390,400,000","371,400,000","398,700,000","433,000,000","407,300,000","455,800,000","394,100,000","398,300,000","335,500,000","320,300,000","316,700,000","325,100,000","348,100,000","392,200,000","343,400,000","310,200,000","343,800,000","330,600,000","311,600,000","312,000,000","321,000,000","304,900,000","311,500,000","334,900,000","411,000,000","471,600,000","452,700,000","405,100,000","381,300,000","351,700,000","312,200,000"
PayablesAndAccruedExpenses,"909,600,000","1,101,500,000","1,069,000,000","1,046,500,000","835,100,000","1,265,000,000","889,900,000","916,600,000","1,036,000,000","939,300,000","887,400,000","913,400,000","880,800,000","902,400,000","870,300,000","735,500,000","714,200,000","715,900,000","535,400,000","489,500,000","514,000,000","585,500,000","537,100,000","568,200,000","596,700,000","563,100,000","454,300,000","413,000,000","406,300,000","394,600,000","403,300,000","389,200,000","423,900,000","481,300,000","562,600,000","654,100,000","500,400,000","709,000,000","754,600,000","590,400,000","425,400,000","406,900,000","399,600,000","353,800,000","314,300,000","293,700,000","291,300,000","272,500,000","322,000,000","404,600,000","381,500,000","455,200,000","266,200,000","245,300,000","231,800,000","247,700,000","278,700,000","237,600,000","271,300,000","224,100,000","221,800,000","209,100,000","204,400,000","196,600,000","206,000,000","221,500,000","243,300,000","245,300,000","230,900,000","236,300,000","224,600,000","224,600,000","220,900,000","220,000,000","216,800,000","211,000,000","215,100,000","271,000,000","288,000,000","272,000,000","399,500,000","367,100,000","334,100,000","279,000,000"
Payables,"598,400,000","534,200,000","522,900,000","503,900,000","566,100,000","534,100,000","573,400,000","607,300,000","709,900,000","612,300,000","605,400,000","625,600,000","577,900,000","620,700,000","580,500,000","503,500,000","482,800,000","426,300,000","322,100,000","325,500,000","357,300,000","402,700,000","375,500,000","362,500,000","378,200,000","398,700,000","305,400,000","276,700,000","276,800,000","261,400,000","277,100,000","266,400,000","284,400,000","356,100,000","420,600,000","411,400,000","459,300,000","486,400,000","532,300,000","535,000,000","262,000,000","253,300,000","241,900,000","207,600,000","177,900,000","153,900,000","153,800,000","139,600,000","182,300,000","218,700,000","206,200,000","238,600,000","163,500,000","134,900,000","128,300,000","138,200,000","165,700,000","134,600,000","146,300,000","132,100,000","137,300,000","103,300,000","100,700,000","90,800,000","104,400,000","110,100,000","125,000,000","126,500,000","115,700,000","121,400,000","113,000,000","116,800,000","77,400,000","90,000,000","94,100,000","111,900,000","111,500,000","139,000,000","142,000,000","144,900,000","197,300,000","168,400,000","153,700,000","127,900,000"
AccountsPayable,"572,900,000","534,200,000","522,900,000","503,900,000","543,600,000","534,100,000","542,900,000","583,300,000","671,700,000","588,300,000","584,700,000","612,000,000","548,000,000","590,300,000","546,300,000","464,000,000","434,000,000","407,500,000","302,500,000","305,900,000","337,700,000","361,900,000","335,500,000","362,500,000","378,200,000","398,700,000","305,400,000","276,700,000","276,800,000","259,200,000","276,600,000","263,000,000","279,500,000","349,900,000","416,400,000","408,600,000","451,800,000","472,600,000","528,900,000","527,800,000","256,900,000","250,900,000","240,100,000","204,700,000","172,900,000","147,200,000","147,300,000","134,500,000","178,200,000","218,700,000","206,200,000","238,600,000","163,500,000","134,900,000","128,300,000","138,200,000","165,700,000","134,600,000","146,300,000","132,100,000","137,300,000","103,300,000","100,700,000","90,800,000","104,400,000","110,100,000","125,000,000","126,500,000","115,700,000","121,400,000","113,000,000","116,800,000","77,400,000","90,000,000","94,100,000","111,900,000","111,500,000","139,000,000","142,000,000","144,900,000","175,000,000","168,400,000","153,700,000","127,900,000"
TotalTaxPayable,"25,500,000",,,,"22,500,000",,"30,500,000","24,000,000","38,200,000","24,000,000","20,700,000","13,600,000","29,900,000","30,400,000","34,200,000","21,800,000","30,000,000",,,,,,,,,,,,,"2,200,000","500,000","3,400,000","4,900,000","6,200,000","4,200,000","2,800,000","7,500,000","13,800,000","3,400,000","7,200,000","5,100,000","2,400,000","1,800,000","2,900,000","5,000,000","6,700,000","6,500,000","5,100,000","4,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,300,000",,,
IncomeTaxPayable,"25,500,000",,,,"22,500,000",,"30,500,000","24,000,000","38,200,000","24,000,000","20,700,000","13,600,000","29,900,000","30,400,000","34,200,000","21,800,000","30,000,000",,,,,,,,,,,,,"2,200,000","500,000","3,400,000","4,900,000","6,200,000","4,200,000","2,800,000","7,500,000","13,800,000","3,400,000","7,200,000","5,100,000","2,400,000","1,800,000","2,900,000","5,000,000","6,700,000","6,500,000","5,100,000","4,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22,300,000",,,
OtherPayable,,,,,,,,,,,,,,,,"17,700,000","18,800,000","18,800,000","19,600,000","19,600,000","19,600,000","40,800,000","40,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CurrentAccruedExpenses,"311,200,000","567,300,000","546,100,000","542,600,000","269,000,000","730,900,000","316,500,000","309,300,000","326,100,000","327,000,000","282,000,000","287,800,000","302,900,000","281,700,000","289,800,000","232,000,000","231,400,000","289,600,000","213,300,000","164,000,000","156,700,000","182,800,000","161,600,000","205,700,000","218,500,000","164,400,000","148,900,000","136,300,000","129,500,000","133,200,000","126,200,000","122,800,000","139,500,000","125,200,000","142,000,000","242,700,000","41,100,000","222,600,000","222,300,000","55,400,000","163,400,000","153,600,000","157,700,000","146,200,000","136,400,000","139,800,000","137,500,000","132,900,000","139,700,000","185,900,000","175,300,000","216,600,000","102,700,000","110,400,000","103,500,000","109,500,000","113,000,000","103,000,000","125,000,000","92,000,000","84,500,000","105,800,000","103,700,000","105,800,000","101,600,000","111,400,000","118,300,000","118,800,000","115,200,000","114,900,000","111,600,000","107,800,000","143,500,000","130,000,000","122,700,000","99,100,000","103,600,000","132,000,000","146,000,000","127,100,000","202,200,000","198,700,000","180,400,000","151,100,000"
InterestPayable,,,,,,,,,,,,,,,,,,,,,,,,"3,100,000","1,800,000","5,200,000","2,700,000","5,200,000","1,900,000","5,000,000","2,300,000","5,100,000","600,000","4,100,000","900,000","4,200,000","700,000","4,000,000","900,000","4,500,000","800,000","4,500,000","800,000","4,600,000","900,000","4,700,000","1,100,000","5,000,000","1,300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17,900,000",,,
CurrentProvisions,"233,300,000",,,,"247,300,000",,"271,200,000","270,100,000","294,800,000","276,200,000","261,200,000","284,400,000","280,000,000","268,400,000","224,700,000","203,700,000","124,800,000","120,800,000","69,700,000","61,600,000","69,900,000","82,800,000","72,200,000","76,800,000","69,200,000","73,900,000","74,400,000","75,400,000","80,400,000","65,700,000","64,100,000","82,100,000","82,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PensionandOtherPostRetirementBenefitPlansCurrent,,,,,,,,,,,,,,,,,,,,,,,,"100,000","200,000","5,700,000","8,600,000","10,400,000","10,400,000","400,000","900,000","3,200,000","7,400,000","127,600,000","142,300,000",,"136,600,000",,,"95,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CurrentDebtAndCapitalLeaseObligation,"531,600,000","701,600,000","695,600,000","689,600,000","736,000,000","736,600,000","105,700,000","130,800,000","138,500,000","99,200,000","746,400,000","747,200,000","248,100,000","258,500,000","268,200,000","272,800,000","553,800,000","540,600,000","536,700,000","525,400,000","543,400,000","539,300,000","555,900,000","212,600,000","209,600,000","203,300,000","169,400,000","173,700,000","181,600,000","249,000,000","231,300,000","242,800,000","353,600,000","260,900,000","265,300,000","377,100,000","370,100,000","288,200,000","286,700,000","176,800,000","136,000,000","135,800,000","120,500,000","111,300,000","205,900,000","165,700,000","174,800,000","86,600,000","107,900,000","69,400,000","80,200,000","75,500,000","30,800,000","27,300,000","26,000,000","26,700,000","27,900,000","34,700,000","51,200,000","52,300,000","73,900,000","19,500,000","18,300,000","19,100,000","20,000,000","13,100,000","47,000,000","15,300,000","11,400,000","23,900,000","24,900,000","4,000,000","9,300,000","11,000,000","7,500,000","12,600,000","12,400,000","16,000,000","13,600,000","11,000,000","5,600,000",,,
CurrentDebt,"531,600,000","701,600,000","695,600,000","689,600,000","736,000,000","736,600,000","105,700,000","130,800,000","138,500,000","99,200,000","746,400,000","747,200,000","248,100,000","258,500,000","268,200,000","272,800,000","553,800,000","540,600,000","536,700,000","525,400,000","543,400,000","539,300,000","555,900,000","212,600,000","209,600,000","203,300,000","169,400,000","173,700,000","181,600,000","249,000,000","231,300,000","242,800,000","353,600,000","260,900,000","265,300,000","377,100,000","370,100,000","288,200,000","286,700,000","176,800,000","136,000,000","135,800,000","120,500,000","111,300,000","205,900,000","165,700,000","174,800,000","86,600,000","107,900,000","69,400,000","80,200,000","75,500,000","30,800,000","27,300,000","26,000,000","26,700,000","27,900,000","34,700,000","51,200,000","52,300,000","73,900,000","19,500,000","18,300,000","19,100,000","20,000,000","13,100,000","47,000,000","15,300,000","11,400,000","23,900,000","24,900,000","4,000,000","9,300,000","11,000,000","7,500,000","12,600,000","12,400,000","16,000,000","13,600,000","11,000,000","5,600,000",,,
CurrentDeferredLiabilities,,,,,,,,,,,,,0,0,0,0,"109,800,000","120,600,000","118,700,000","112,900,000","112,000,000","130,400,000","155,100,000","156,000,000","165,100,000","167,000,000","162,600,000","151,700,000","140,500,000","168,400,000","177,000,000","156,700,000","157,400,000","183,800,000","184,500,000","183,100,000","205,600,000","258,100,000","252,900,000","232,300,000","149,500,000","134,500,000","127,800,000","109,100,000","98,800,000","101,600,000","102,800,000","100,900,000","114,100,000","128,600,000",,"121,800,000","120,400,000","115,700,000","110,400,000","121,800,000","123,200,000","128,600,000","126,900,000","113,200,000","97,100,000","100,500,000","91,200,000","96,900,000","96,700,000","109,500,000","98,700,000","81,100,000","66,200,000",,"64,300,000","68,200,000","70,800,000","72,600,000","75,300,000",,,"117,000,000",,,,,,
CurrentDeferredTaxesLiabilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23,200,000","24,100,000","22,900,000","22,900,000","33,900,000","32,300,000","29,600,000","33,600,000","69,700,000","65,200,000","62,800,000",,,,,,,,,,,,"1,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
